Source_Aggregator,Transaction_ID,User_ID,Transaction_Date,Service_Provider,Amount,Status,Access_Source,Is_Retry,Retry_Count,Original_Transaction_ID
PPA,PPA-20250523-17C46B0C,user_00961,5/23/2025 10:13,abuja-electric,1000,SUCCESSFUL,browser,No,0,
EPA,EPA20250523102024316E,user_02949,5/23/2025 10:20,portharcourt-electric,3000,SUCCESSFUL,mobile_app,No,0,
BCT,BCT2505236E1863,user_02076,5/23/2025 10:22,portharcourt-electric,2405,SUCCESS,browser,No,0,
PPA,PPA-20250523-23F06197,user_02490,5/23/2025 10:32,portharcourt-electric,9712,COMPLETED,api,No,0,
UHS,UHS-86E9EDE3-23052025,user_00199,5/23/2025 10:35,eko-electric,2000,SUCCESS,browser,No,0,
BCT,BCT250523AE3CE6,user_03799,5/23/2025 10:55,ikeja-electric,250000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250523-8E159422,user_04475,5/23/2025 11:02,enugu-electric,3750,REFUNDED,browser,No,0,
BCT,BCT25052388B229,user_03390,5/23/2025 11:14,abuja-electric,3143,FAILED,mobile_app,No,0,
UHS,UHS-41ED059D-23052025,user_03739,5/23/2025 11:18,enugu-electric,7500,COMPLETED,browser,No,0,
PPA,PPA-20250523-603E9A29,user_03573,5/23/2025 11:32,enugu-electric,36000,SUCCESS,mobile_app,No,0,
EPA,EPA20250523113617BBB2,user_03485,5/23/2025 11:36,ikeja-electric,90000,COMPLETED,browser,No,0,
BCT,BCT2505233D9EC3,user_03746,5/23/2025 11:50,enugu-electric,66000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250523-3795F0CC,user_01223,5/23/2025 12:02,abuja-electric,20000,COMPLETED,browser,No,0,
EPA,EPA2025052312253746E5,user_03906,5/23/2025 12:25,portharcourt-electric,75000,COMPLETED,browser,No,0,
PPA,PPA-20250523-9D888543,user_01536,5/23/2025 12:40,ikeja-electric,2500,SUCCESS,browser,No,0,
EPA,EPA20250523124156EA29,user_00703,5/23/2025 12:41,ikeja-electric,300016,SUCCESS,browser,No,0,
EPA,EPA20250523124823014B,user_01675,5/23/2025 12:48,portharcourt-electric,40000,SUCCESSFUL,browser,No,0,
EPA,EPA20250523131615952B,user_01270,5/23/2025 13:16,enugu-electric,1000,COMPLETED,mobile_app,No,0,
UHS,UHS-7C60FD60-23052025,user_00268,5/23/2025 13:33,portharcourt-electric,1642,COMPLETED,browser,No,0,
PPA,PPA-20250523-2056CEA5,user_02207,5/23/2025 13:34,abuja-electric,1000,COMPLETED,mobile_app,No,0,
EPA,EPA20250523143057E7F7,user_00277,5/23/2025 14:30,abuja-electric,1250,SUCCESS,mobile_app,No,0,
UHS,UHS-2DC3CA82-23052025,user_00503,5/23/2025 15:10,enugu-electric,10000,SUCCESSFUL,browser,No,0,
BCT,BCT250523D73BA7,user_02780,5/23/2025 15:17,abuja-electric,3750,SUCCESSFUL,mobile_app,No,0,
EPA,EPA20250523153028E472,user_02848,5/23/2025 15:30,abuja-electric,1000,REJECTED,browser,No,0,
BCT,BCT250523109673,user_02972,5/23/2025 16:01,enugu-electric,190176,SUCCESS,mobile_app,No,0,
EPA,EPA20250523161503C6D2,user_01462,5/23/2025 16:15,ikeja-electric,1500,COMPLETED,browser,No,0,
EPA,EPA202505231621414567,user_01747,5/23/2025 16:21,portharcourt-electric,1000,COMPLETED,mobile_app,No,0,
PPA,PPA-20250523-C13905F0,user_03352,5/23/2025 17:27,portharcourt-electric,1000,COMPLETED,browser,No,0,
BCT,BCT2505232973E5,user_02941,5/23/2025 17:44,portharcourt-electric,1000,SUCCESSFUL,browser,No,0,
EPA,EPA20250523174641EF32,user_03703,5/23/2025 17:46,abuja-electric,59000,COMPLETED,browser,No,0,
EPA,EPA20250523174725BF00,user_03712,5/23/2025 17:47,enugu-electric,1000,COMPLETED,browser,No,0,
UHS,UHS-23BEA36F-23052025,user_02075,5/23/2025 17:54,portharcourt-electric,10000,COMPLETED,browser,No,0,
PPA,PPA-20250523-6574F6B9,user_01495,5/23/2025 18:53,ikeja-electric,1000,SUCCESSFUL,browser,No,0,
UHS,UHS-FC3190C1-23052025,user_00074,5/23/2025 19:23,portharcourt-electric,10000,SUCCESSFUL,browser,No,0,
BCT,BCT2505231251E3,user_00177,5/23/2025 19:32,abuja-electric,1000,SUCCESS,browser,No,0,
BCT,BCT25052366B24C,user_02824,5/23/2025 19:44,eko-electric,2500,COMPLETED,mobile_app,No,0,
UHS,UHS-7C3B69BC-23052025,user_03189,5/23/2025 19:57,enugu-electric,3000,COMPLETED,browser,No,0,
EPA,EPA202505232012514D3E,user_00850,5/23/2025 20:12,ikeja-electric,10000,SUCCESS,browser,No,0,
BCT,BCT250523BB91AA,user_02139,5/23/2025 20:18,abuja-electric,5000,COMPLETED,mobile_app,No,0,
PPA,PPA-20250523-916157E3,user_04069,5/23/2025 21:06,eko-electric,5000,SUCCESS,browser,No,0,
BCT,BCT250523C20255,user_00404,5/23/2025 21:50,eko-electric,7500,SUCCESSFUL,browser,No,0,
PPA,PPA-20250523-809FE4C4,user_01334,5/23/2025 23:18,ikeja-electric,1000,SUCCESSFUL,mobile_app,No,0,
UHS,UHS-F00E566C-23052025,user_01577,5/23/2025 23:20,ikeja-electric,5000,COMPLETED,browser,No,0,
PPA,PPA-20250524-B5CB6183,user_01588,5/24/2025 0:00,eko-electric,1000,COMPLETED,api,No,0,
BCT,BCT25052494F459,user_01285,5/24/2025 0:00,abuja-electric,5138,COMPLETED,browser,No,0,
PPA,PPA-20250524-44962D32,user_00065,5/24/2025 0:00,kaduna-electric,1500,SUCCESSFUL,mobile_app,No,0,
BCT,BCT2505247F0E2B,user_01213,5/24/2025 0:00,ikeja-electric,5000,SUCCESSFUL,mobile_app,No,0,
BCT,BCT2505245C4320,user_01550,5/24/2025 0:00,abuja-electric,15000,SUCCESSFUL,api,No,0,
PPA,PPA-20250524-F08A5D48,user_02203,5/24/2025 0:00,eko-electric,2000,COMPLETED,browser,No,0,
PPA,PPA-20250524-6285BEBC,user_02978,5/24/2025 0:00,eko-electric,3000,COMPLETED,mobile_app,No,0,
BCT,BCT2505247A9D27,user_03714,5/24/2025 0:00,enugu-electric,70000,SUCCESSFUL,browser,No,0,
BCT,BCT250524E38986,user_03685,5/24/2025 0:00,portharcourt-electric,10000,SUCCESS,api,No,0,
BCT,BCT250524128349,user_01204,5/24/2025 0:00,portharcourt-electric,1500,SUCCESSFUL,browser,No,0,
BCT,BCT2505245B10FE,user_02029,5/24/2025 0:00,abuja-electric,50000,SUCCESS,browser,No,0,
PPA,PPA-20250524-9EAC12B6,user_00826,5/24/2025 0:00,abuja-electric,2000,SUCCESS,browser,No,0,
PPA,PPA-20250524-5B03DE70,user_03276,5/24/2025 0:00,portharcourt-electric,1000,COMPLETED,mobile_app,No,0,
PPA,PPA-20250524-89AE8148,user_01906,5/24/2025 0:00,eko-electric,3000,SUCCESS,browser,No,0,
PPA,PPA-20250524-A97E1521,user_04291,5/24/2025 0:00,ikeja-electric,3000,COMPLETED,mobile_app,No,0,
EPA,EPA202505240000006298,user_03452,5/24/2025 0:00,abuja-electric,1500,COMPLETED,browser,No,0,
EPA,EPA20250524000000FB33,user_03426,5/24/2025 0:00,portharcourt-electric,1000,SUCCESS,api,No,0,
PPA,PPA-20250524-7AEE3138,user_01303,5/24/2025 0:00,abuja-electric,3000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250524-9DCCED39,user_03238,5/24/2025 0:00,ibadan-electric,15309,SUCCESSFUL,browser,No,0,
PPA,PPA-20250524-9A399D10,user_00599,5/24/2025 0:00,abuja-electric,3000,COMPLETED,browser,No,0,
EPA,EPA202505240000008FA8,user_02181,5/24/2025 0:00,benin-electric,1750,SUCCESS,mobile_app,No,0,
PPA,PPA-20250524-DA652DE8,user_03347,5/24/2025 0:00,ikeja-electric,1000,COMPLETED,mobile_app,No,0,
BCT,BCT2505241FD205,user_01748,5/24/2025 0:00,abuja-electric,75000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250524-9FD92382,user_03052,5/24/2025 0:00,eko-electric,1234,SUCCESS,browser,No,0,
PPA,PPA-20250524-26B97701,user_03992,5/24/2025 0:00,ikeja-electric,2000,SUCCESSFUL,browser,No,0,
EPA,EPA20250524000000D634,user_02009,5/24/2025 0:00,ikeja-electric,75000,COMPLETED,browser,No,0,
PPA,PPA-20250524-DCA131B4,user_02782,5/24/2025 0:00,portharcourt-electric,1001,SUCCESS,browser,No,0,
EPA,EPA20250524000000FE8A,user_01507,5/24/2025 0:00,portharcourt-electric,1000,SUCCESSFUL,browser,No,0,
EPA,EPA2025052400000019CB,user_00304,5/24/2025 0:00,ikeja-electric,1250,COMPLETED,browser,No,0,
BCT,BCT250524032B3B,user_02210,5/24/2025 0:00,abuja-electric,1234,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250524-2C52E407,user_01130,5/24/2025 0:00,eko-electric,1500,SUCCESSFUL,browser,No,0,
PPA,PPA-20250524-AE4A2413,user_02559,5/24/2025 0:00,eko-electric,2500,SUCCESSFUL,mobile_app,No,0,
EPA,EPA202505240000007B5E,user_00912,5/24/2025 0:00,ikeja-electric,50000,SUCCESSFUL,mobile_app,No,0,
EPA,EPA202505240000001524,user_01392,5/24/2025 0:00,eko-electric,2000,COMPLETED,browser,No,0,
EPA,EPA20250524000000AA87,user_00466,5/24/2025 0:00,abuja-electric,75000,COMPLETED,mobile_app,No,0,
EPA,EPA202505240000004C5B,user_00406,5/24/2025 0:00,enugu-electric,1000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250524-9782E796,user_00051,5/24/2025 0:00,eko-electric,1000,SUCCESS,browser,No,0,
PPA,PPA-20250524-D074B739,user_00927,5/24/2025 0:00,ikeja-electric,1000,SUCCESSFUL,api,No,0,
PPA,PPA-20250524-60A7F598,user_00188,5/24/2025 0:00,eko-electric,2000,SUCCESS,browser,No,0,
PPA,PPA-20250524-7C5A99EE,user_02069,5/24/2025 0:00,enugu-electric,10000,DECLINED,browser,No,0,
EPA,EPA2025052400000044F7,user_00899,5/24/2025 0:00,portharcourt-electric,3000,SUCCESS,browser,No,0,
PPA,PPA-20250524-FC707BFC,user_00876,5/24/2025 0:00,abuja-electric,2875,COMPLETED,browser,No,0,
PPA,PPA-20250524-CB98F395,user_00619,5/24/2025 0:00,portharcourt-electric,1000,SUCCESS,mobile_app,No,0,
BCT,BCT250524251AB3,user_03684,5/24/2025 0:00,aba-electric,3750,SUCCESSFUL,browser,No,0,
PPA,PPA-20250524-3596FB9F,user_03410,5/24/2025 0:00,ikeja-electric,1000,COMPLETED,mobile_app,No,0,
PPA,PPA-20250524-A1BCD4A4,user_01576,5/24/2025 0:00,abuja-electric,2000,SUCCESS,browser,No,0,
PPA,PPA-20250524-1D176EDE,user_01590,5/24/2025 0:00,ikeja-electric,3000,COMPLETED,browser,No,0,
PPA,PPA-20250524-98299445,user_00138,5/24/2025 0:00,abuja-electric,2500,SUCCESS,browser,No,0,
PPA,PPA-20250524-7F7C1CAD,user_02255,5/24/2025 0:00,abuja-electric,5000,COMPLETED,browser,No,0,
EPA,EPA202505240000007229,user_03785,5/24/2025 0:00,ibadan-electric,10000,COMPLETED,browser,No,0,
PPA,PPA-20250524-793C3FA4,user_00874,5/24/2025 0:00,enugu-electric,5000,COMPLETED,mobile_app,No,0,
BCT,BCT25052470DD84,user_03244,5/24/2025 0:00,abuja-electric,5000,SUCCESS,mobile_app,No,0,
BCT,BCT2505243F08D0,user_01210,5/24/2025 0:00,eko-electric,2000,SUCCESS,browser,No,0,
EPA,EPA20250524000000F865,user_02895,5/24/2025 0:00,enugu-electric,2554,SUCCESS,mobile_app,No,0,
PPA,PPA-20250524-7FBFD10C,user_01045,5/24/2025 0:00,eko-electric,7500,COMPLETED,browser,No,0,
BCT,BCT250524F3EB66,user_01213,5/24/2025 0:00,ikeja-electric,5000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250524-EBE89078,user_03522,5/24/2025 0:00,eko-electric,1000,SUCCESS,browser,No,0,
PPA,PPA-20250524-C6F75F50,user_02684,5/24/2025 0:00,abuja-electric,1000,SUCCESSFUL,browser,No,0,
BCT,BCT250524241754,user_00132,5/24/2025 0:00,kaduna-electric,2000,COMPLETED,mobile_app,No,0,
PPA,PPA-20250524-E65D3910,user_01236,5/24/2025 0:00,portharcourt-electric,1750,SUCCESSFUL,browser,No,0,
BCT,BCT25052454668C,user_02329,5/24/2025 0:00,ikeja-electric,2000,COMPLETED,browser,No,0,
BCT,BCT2505244CFD45,user_01969,5/24/2025 0:00,ikeja-electric,3456,COMPLETED,mobile_app,No,0,
PPA,PPA-20250524-E7AF9A0F,user_01988,5/24/2025 0:00,ikeja-electric,58000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250524-1D81055F,user_03108,5/24/2025 0:00,ibadan-electric,2000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250524-69ADE795,user_00273,5/24/2025 0:00,eko-electric,5000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250524-A605E86C,user_00999,5/24/2025 0:00,enugu-electric,1000,SUCCESS,browser,No,0,
EPA,EPA202505240000004CEE,user_01196,5/24/2025 0:00,ikeja-electric,96000,SUCCESSFUL,browser,No,0,
BCT,BCT2505249C4C4B,user_02389,5/24/2025 0:00,eko-electric,7500,DECLINED,mobile_app,No,0,
BCT,BCT25052482DAA4,user_00973,5/24/2025 0:00,eko-electric,1000,COMPLETED,browser,No,0,
EPA,EPA20250524000000F9C7,user_03015,5/24/2025 0:00,abuja-electric,1000,SUCCESS,browser,No,0,
EPA,EPA202505240000007F7D,user_02666,5/24/2025 0:00,portharcourt-electric,1296,COMPLETED,browser,No,0,
EPA,EPA202505240000004D5D,user_03452,5/24/2025 0:00,abuja-electric,10000,COMPLETED,browser,No,0,
BCT,BCT250524CC0FD3,user_01257,5/24/2025 0:00,portharcourt-electric,1750,SUCCESSFUL,mobile_app,No,0,
BCT,BCT25052442E760,user_00544,5/24/2025 0:00,portharcourt-electric,2000,COMPLETED,browser,No,0,
PPA,PPA-20250524-5130F9C8,user_03859,5/24/2025 0:00,abuja-electric,1000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250524-A97BEB4B,user_02661,5/24/2025 0:00,eko-electric,97000,SUCCESS,browser,No,0,
PPA,PPA-20250524-CECF5647,user_00121,5/24/2025 0:00,abuja-electric,1500,COMPLETED,mobile_app,No,0,
BCT,BCT250524CF1A47,user_02752,5/24/2025 0:00,ibadan-electric,1250,SUCCESSFUL,browser,No,0,
PPA,PPA-20250524-4B9381AB,user_02630,5/24/2025 0:00,abuja-electric,3456,COMPLETED,browser,No,0,
PPA,PPA-20250524-E04A3913,user_03108,5/24/2025 0:00,ibadan-electric,1000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250524-4AAA6FB3,user_00978,5/24/2025 0:00,portharcourt-electric,10000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250524-535DF606,user_03042,5/24/2025 0:00,aba-electric,1000,SUCCESSFUL,browser,No,0,
BCT,BCT250524D518DE,user_01803,5/24/2025 0:00,abuja-electric,1000,SUCCESS,browser,No,0,
BCT,BCT250524951224,user_03571,5/24/2025 0:00,ikeja-electric,3456,SUCCESS,browser,No,0,
PPA,PPA-20250524-6DB8AC1C,user_00363,5/24/2025 0:00,eko-electric,1000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250524-F05748C2,user_02513,5/24/2025 0:00,abuja-electric,1000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250524-C9710070,user_00596,5/24/2025 0:00,enugu-electric,90000,COMPLETED,api,No,0,
BCT,BCT250524B0F91C,user_01885,5/24/2025 0:00,eko-electric,1000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250524-7CA5076F,user_03262,5/24/2025 0:00,portharcourt-electric,20000,SUCCESSFUL,browser,No,0,
EPA,EPA20250524000000D5E8,user_03137,5/24/2025 0:00,eko-electric,100000,SUCCESS,browser,No,0,
PPA,PPA-20250524-DEAA04DD,user_01934,5/24/2025 0:00,portharcourt-electric,1500,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250524-FB4DC941,user_01494,5/24/2025 0:00,abuja-electric,2000,SUCCESSFUL,api,No,0,
PPA,PPA-20250524-914D6A32,user_00205,5/24/2025 0:00,abuja-electric,2500,SUCCESS,browser,No,0,
PPA,PPA-20250524-F15D8EC6,user_01381,5/24/2025 0:00,portharcourt-electric,1000,SUCCESS,browser,No,0,
EPA,EPA202505240000006AE1,user_00678,5/24/2025 0:00,abuja-electric,2500,SUCCESS,browser,No,0,
PPA,PPA-20250524-38A46D46,user_02200,5/24/2025 0:00,eko-electric,10000,COMPLETED,mobile_app,No,0,
BCT,BCT250524D0C086,user_03741,5/24/2025 0:00,enugu-electric,5000,SUCCESSFUL,browser,No,0,
EPA,EPA20250524000000D25F,user_03973,5/24/2025 0:00,eko-electric,60000,COMPLETED,browser,No,0,
PPA,PPA-20250524-F9E934DE,user_01409,5/24/2025 0:00,eko-electric,1000,COMPLETED,browser,No,0,
EPA,EPA202505240000007581,user_03041,5/24/2025 0:00,eko-electric,1250,SUCCESS,mobile_app,No,0,
BCT,BCT2505246CCC1F,user_00010,5/24/2025 0:00,portharcourt-electric,50000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250524-74AB61D5,user_02352,5/24/2025 0:00,ikeja-electric,1500,SUCCESS,browser,No,0,
BCT,BCT25052451E641,user_02359,5/24/2025 0:00,portharcourt-electric,5000,SUCCESSFUL,mobile_app,No,0,
BCT,BCT2505246A1CCB,user_03570,5/24/2025 0:00,enugu-electric,25000,COMPLETED,browser,No,0,
PPA,PPA-20250524-2F196C1E,user_02317,5/24/2025 0:00,abuja-electric,2000,COMPLETED,browser,No,0,
PPA,PPA-20250524-C23CA5D1,user_02271,5/24/2025 0:00,abuja-electric,2000,COMPLETED,mobile_app,No,0,
PPA,PPA-20250524-25B019B5,user_04429,5/24/2025 0:00,portharcourt-electric,2345,COMPLETED,browser,No,0,
BCT,BCT2505243E3CB0,user_03777,5/24/2025 0:00,abuja-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250524-7F9340A7,user_02195,5/24/2025 0:00,eko-electric,2000,SUCCESSFUL,browser,No,0,
BCT,BCT2505248D178D,user_03283,5/24/2025 0:00,enugu-electric,15000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250524-EB5FF0D9,user_04100,5/24/2025 0:00,abuja-electric,1250,SUCCESSFUL,browser,No,0,
BCT,BCT250524DE9DB9,user_01506,5/24/2025 0:00,ikeja-electric,150000,SUCCESS,browser,No,0,
PPA,PPA-20250524-C95F1F7F,user_02922,5/24/2025 0:00,benin-electric,2000,SUCCESSFUL,browser,No,0,
BCT,BCT2505244AEFF5,user_00252,5/24/2025 0:00,eko-electric,1000,SUCCESSFUL,browser,No,0,
BCT,BCT2505248E4F5A,user_03976,5/24/2025 0:00,ikeja-electric,10000,DECLINED,browser,No,0,
BCT,BCT250524E27282,user_01251,5/24/2025 0:00,abuja-electric,3000,COMPLETED,browser,No,0,
BCT,BCT250524AC5A97,user_01363,5/24/2025 0:00,abuja-electric,1000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250524-D627B65A,user_01906,5/24/2025 0:00,eko-electric,2500,SUCCESS,browser,No,0,
BCT,BCT2505242E50AC,user_03797,5/24/2025 0:00,ibadan-electric,2000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250524-0F26FF60,user_03967,5/24/2025 0:00,eko-electric,1000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250524-56D40F48,user_01347,5/24/2025 0:00,ikeja-electric,1000,COMPLETED,browser,No,0,
BCT,BCT250524D77968,user_01646,5/24/2025 0:00,abuja-electric,34000,SUCCESSFUL,browser,No,0,
BCT,BCT25052495FB20,user_02721,5/24/2025 0:00,abuja-electric,1000,SUCCESSFUL,api,No,0,
PPA,PPA-20250524-E2BA76D9,user_00176,5/24/2025 0:00,portharcourt-electric,2500,REJECTED,browser,No,0,
PPA,PPA-20250524-994B82E9,user_04452,5/24/2025 0:00,enugu-electric,1054,SUCCESSFUL,api,No,0,
PPA,PPA-20250524-2767A8EE,user_03346,5/24/2025 0:00,abuja-electric,88000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250524-579A948B,user_01115,5/24/2025 0:00,eko-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250524-4CCB7A19,user_01324,5/24/2025 0:00,ikeja-electric,1000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250524-ABEBD024,user_02626,5/24/2025 0:00,abuja-electric,1000,COMPLETED,browser,No,0,
BCT,BCT250524EE20BB,user_01967,5/24/2025 0:00,eko-electric,10000,COMPLETED,browser,No,0,
PPA,PPA-20250524-AEA53E7F,user_04086,5/24/2025 0:00,abuja-electric,2000,COMPLETED,browser,No,0,
EPA,EPA2025052400000000BE,user_02070,5/24/2025 0:00,abuja-electric,3000,COMPLETED,mobile_app,No,0,
PPA,PPA-20250524-0E5AFB88,user_01372,5/24/2025 0:00,eko-electric,80000,SUCCESS,mobile_app,No,0,
EPA,EPA20250524000000FD93,user_01049,5/24/2025 0:00,kano-electric,1500,SUCCESSFUL,browser,No,0,
PPA,PPA-20250524-9BED4358,user_02940,5/24/2025 0:00,abuja-electric,1006,SUCCESSFUL,browser,No,0,
PPA,PPA-20250524-60DD99BC,user_00674,5/24/2025 0:00,eko-electric,2000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250524-463EC06F,user_00898,5/24/2025 0:00,eko-electric,1000,COMPLETED,api,No,0,
PPA,PPA-20250524-B0DBEB53,user_02704,5/24/2025 0:00,enugu-electric,123575,SUCCESSFUL,browser,No,0,
BCT,BCT250524819260,user_02609,5/24/2025 0:00,abuja-electric,1000,SUCCESS,browser,No,0,
EPA,EPA20250524000000164D,user_02323,5/24/2025 0:00,portharcourt-electric,10000,SUCCESS,browser,No,0,
BCT,BCT2505248FC7C8,user_03070,5/24/2025 0:00,abuja-electric,1000,COMPLETED,mobile_app,No,0,
BCT,BCT25052490ADD5,user_02758,5/24/2025 0:00,eko-electric,1000,SUCCESSFUL,api,No,0,
PPA,PPA-20250524-8401653C,user_01321,5/24/2025 0:00,portharcourt-electric,1500,COMPLETED,browser,No,0,
PPA,PPA-20250524-1826AEA4,user_00566,5/24/2025 0:00,benin-electric,2000,COMPLETED,browser,No,0,
BCT,BCT2505245D067D,user_00881,5/24/2025 0:00,abuja-electric,1000,COMPLETED,browser,No,0,
BCT,BCT2505243DC882,user_01982,5/24/2025 0:00,portharcourt-electric,1000,SUCCESS,browser,No,0,
PPA,PPA-20250524-B51317D4,user_04063,5/24/2025 0:00,portharcourt-electric,2000,SUCCESSFUL,browser,No,0,
BCT,BCT25052483B1EB,user_02616,5/24/2025 0:00,eko-electric,3103,SUCCESS,browser,No,0,
PPA,PPA-20250524-1D01C278,user_00462,5/24/2025 0:00,abuja-electric,96000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250524-C149AA48,user_04094,5/24/2025 0:00,portharcourt-electric,1065,SUCCESS,mobile_app,No,0,
BCT,BCT250524C4E299,user_04387,5/24/2025 0:00,abuja-electric,10000,SUCCESS,browser,No,0,
PPA,PPA-20250524-14846A54,user_01329,5/24/2025 0:00,abuja-electric,1000,SUCCESS,browser,No,0,
PPA,PPA-20250524-B4D0BCEA,user_04351,5/24/2025 0:00,ibadan-electric,1500,SUCCESSFUL,api,No,0,
PPA,PPA-20250524-1428DA5D,user_00986,5/24/2025 0:00,jos-electric,2000,COMPLETED,browser,No,0,
BCT,BCT250524508FD2,user_03883,5/24/2025 0:00,ikeja-electric,1000,FAILED,browser,No,0,
EPA,EPA20250524000000B29A,user_00938,5/24/2025 0:00,ikeja-electric,2000,SUCCESSFUL,browser,No,0,
EPA,EPA20250524000000FA9C,user_01897,5/24/2025 0:00,eko-electric,1500,COMPLETED,browser,No,0,
BCT,BCT250524FC7E6C,user_02800,5/24/2025 0:00,portharcourt-electric,1493,SUCCESSFUL,browser,No,0,
BCT,BCT250524A82A5D,user_03327,5/24/2025 0:00,eko-electric,1000,COMPLETED,mobile_app,No,0,
PPA,PPA-20250524-B5A5CCC6,user_04165,5/24/2025 0:00,portharcourt-electric,1000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250524-C227A0FA,user_02874,5/24/2025 0:00,eko-electric,94000,SUCCESS,browser,No,0,
PPA,PPA-20250524-32C661D5,user_01500,5/24/2025 0:00,portharcourt-electric,1453,SUCCESS,mobile_app,No,0,
PPA,PPA-20250524-8215A10C,user_04217,5/24/2025 0:00,enugu-electric,1000,COMPLETED,mobile_app,No,0,
BCT,BCT2505248C6587,user_02867,5/24/2025 0:00,portharcourt-electric,49000,SUCCESS,mobile_app,No,0,
BCT,BCT2505248D8DE8,user_01960,5/24/2025 0:00,portharcourt-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250524-798C5137,user_01293,5/24/2025 0:00,portharcourt-electric,2000,COMPLETED,mobile_app,No,0,
PPA,PPA-20250524-ED5B324A,user_03241,5/24/2025 0:00,eko-electric,1059,COMPLETED,browser,No,0,
PPA,PPA-20250524-2F847D37,user_02262,5/24/2025 0:00,ikeja-electric,10000,COMPLETED,browser,No,0,
PPA,PPA-20250524-824C144C,user_00812,5/24/2025 0:00,abuja-electric,1000,COMPLETED,browser,No,0,
BCT,BCT250524F59211,user_00106,5/24/2025 0:00,enugu-electric,2000,SUCCESSFUL,browser,No,0,
BCT,BCT2505247F8CBF,user_02966,5/24/2025 0:00,enugu-electric,1000,SUCCESSFUL,browser,No,0,
BCT,BCT250524E81A83,user_03089,5/24/2025 0:00,portharcourt-electric,5000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250524-D3091718,user_02187,5/24/2025 0:00,portharcourt-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250524-B7B88B8B,user_01209,5/24/2025 0:00,portharcourt-electric,24000,SUCCESS,browser,No,0,
BCT,BCT2505240DFD0F,user_01489,5/24/2025 0:00,abuja-electric,2000,SUCCESS,browser,No,0,
BCT,BCT2505244F8F02,user_03632,5/24/2025 0:00,ikeja-electric,1000,SUCCESSFUL,browser,No,0,
BCT,BCT250524284C3B,user_00585,5/24/2025 0:00,portharcourt-electric,1500,SUCCESSFUL,browser,No,0,
BCT,BCT250524039F9C,user_01031,5/24/2025 0:00,abuja-electric,1000,SUCCESS,browser,No,0,
BCT,BCT250524526B80,user_00607,5/24/2025 0:00,ibadan-electric,10000,COMPLETED,browser,No,0,
BCT,BCT250524385E29,user_00853,5/24/2025 0:00,abuja-electric,5000,COMPLETED,browser,No,0,
BCT,BCT250524C490F0,user_02746,5/24/2025 0:00,abuja-electric,2000,COMPLETED,browser,No,0,
PPA,PPA-20250524-61A840FA,user_01772,5/24/2025 0:00,ikeja-electric,1000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250524-C750A73E,user_00512,5/24/2025 0:00,ikeja-electric,70000,COMPLETED,browser,No,0,
PPA,PPA-20250524-999D5510,user_02560,5/24/2025 0:00,eko-electric,3456,SUCCESSFUL,api,No,0,
PPA,PPA-20250524-4C2BCC63,user_02950,5/24/2025 0:00,ikeja-electric,1500,COMPLETED,mobile_app,No,0,
BCT,BCT250524008816,user_01719,5/24/2025 0:00,ibadan-electric,1146,SUCCESS,mobile_app,No,0,
PPA,PPA-20250524-B6B0A8EB,user_02262,5/24/2025 0:00,ikeja-electric,1875,COMPLETED,browser,No,0,
PPA,PPA-20250524-EFB54A89,user_01819,5/24/2025 0:00,eko-electric,1000,SUCCESS,browser,No,0,
PPA,PPA-20250524-A1FFD86D,user_04214,5/24/2025 0:00,abuja-electric,2500,COMPLETED,browser,No,0,
